Row,Document Number,Receive Date,Form Status,Form Status Date,Complainant Connection,Facility Type,Well Name,Well Number,API State Code,API County Code,API Sequence Number,Facility Name,Facility ID,County Name,Qtr Qtr,Section,Township,Range,Meridian,Operator Number,Operator,Initial Contact Date,Method Received,Routed Agency,Issue Category,Issue Description,Issue Resolution,Issue Resolved Date,Letter Sent,NOAV,NOAV Number,Form 19,Form 19 Number,Form 27,Form 27 Number,id,api_number,api_county,county_name,well_number,well_name,lease_number,is_vertical,is_drifted,is_deviated,is_horizontal,facility_id,location_id,location_name,status_code,status_date,operator_number,operator_name,field_code,field_name,usgs_elevation,longitude,latitude,utm_x,utm_y,section,township,range,qtr_qtr,meridian,dist_n_s,dir_n_s,dist_e_w,dir_e_w,loc_qual,is_denver_basin,is_wattenberg,is_piceance_basin,is_raton_basin,is_san_juan_basin,is_denver_aquifer,is_fracked,has_frac_focus_report,ff_job_start_date,ff_job_end_date,ff_reported_date,ff_job_prior_to_rule_205,ff_days_to_report,completion_data_confidential,scout_card_url,created_at,updated_at,is_other_basin
1414,200434470,6/18/2015,APPROVED,6/18/2015,land owner,,,,,,,,,,,,,,,,,6/26/2015,Online Tool,,ROADS,"Pioneer Natural Resources uses a little better than 15 miles of POA roads to access their well sites. The POA has a lease agreement with Pioneer that requires Pioneer to maintain our roads, but Pioneer has only done minimal maintenance in the past few years and refuses to address this issue with our past POA Board. We have estimated that there are 10-12 miles of roads in need of serious work. Part of the problem is that Pioneer uses POA roads to access 30+ wells that are outside our POA and the additional heavy truck traffic have played havoc with our roads. Many roads have no gravel and turn to muddy ruts when it rains or snows.",On 7/24/2015 a thorough inspection was performed along the main access roads. This was documented by inspection #673502583. At the time of the inspection the roads seemed to be in reasonable condition. The roads appeared to have been recently graded. There were no significant signs of vehicle rutting or potholes. There was no water pooling on the roads and the roads seemed to be properly compacted and stabilized. No rule violations were observed at the time of inspection. May need to reinspect when unfavorable weather conditions exist.,7/24/2015,Y,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,200434450,6/18/2015,APPROVED,6/18/2015,,WELL,,,5.0,123,34983,Lamb,427422.0,WELD,NENE,15,4N,68W,6,10459.0,EXTRACTION OIL & GAS LLC,6/19/2015,Online Tool,,AESTHETICS,Tank Condition:  One of the tanks appears extremely discolored and possibly corroded in areas. Discoloration is much darker in color than itself. Somewhat around the middle of the tank.,"Complaint #:	200434450

Field Inspector Assigned: Gomez, Jason

Complaint Received: 

	Date:6/18/2015 Time (Military):  1630 Hrs

Contacted by Inspector: 

	Date:  6/18/2015Time (Military):  1650 Hrs  

Well Number: 05-Choose an item.-Click here to enter text.  Location #:      427431

Inspection Document #:   673802235

Complainant:       Larry Archuleta 	Phone:      

Address: 	 

Nature of complaint: Aesthetics 

Field Inspector Actions:

On 6/18/2015, I was notified by Jim Precup and notified of a complaint of a tank appearing extremely discolored and possibly corroded in areas. I attempted to make e-mail contact with the complainant but I did not receive a e-mail back before my site Inspection.  Upon arriving at the suspected location I observed discoloration on the produced water tank which was documented in inspection Doc#673802235
 
 


 
Summary: 

Producer was given 30 days to remove stains on tanks no violations of COGCC rules were observed.",6/19/2015,Y,N,,N,,N,,12334983.0,05-123-34983,123.0,Weld,42-15,Lamb,,f,f,t,f,427422.0,427431.0,Lamb Multi-Well Pad 42-15,PR,2012-07-02,10459.0,EXTRACTION OIL & GAS LLC,90750.0,WATTENBERG,4939.38,-104.984495,40.317203000000006,501317.0,4462970.0,15.0,4N,68W,NENE,6,1330.0,N,1319.0,E,ACTUAL LatLong,t,t,f,f,f,f,t,t,2012-05-23,2012-05-23,2013-01-31,f,253.0,f,http://cogcc.state.co.us/cogis/FacilityDetail.asp?facid=12334983&type=WELL,2017-02-24 11:00:00,2017-02-24 11:00:00,f
1416,200434332,6/17/2015,APPROVED,6/17/2015,,,,,,,,,,,,,,,,,,6/17/2015,Online Tool,,NOISE,"Sandau and Burton production equipment on the east side of CR 35 between CR 40 and CR 42 in Weld County.
Noise issue","Area resident to the south complained about noise coming from location. OGCC staff was on location on 6/18/15 and observed the noise sources to be 4 compressors. Noble staff was on location and after OGCC inquiry, OGCC staff were told nothing out of the ordinary had happened in the last few days and the compressor noise was the only noise source on location. OGCC ran a sound survey 350 ft from the property line in the direction of the complainant. Road and Ag. noise skewed the LeqA average to 54.3 db, however, when the location noise was isolated, OGCC staff observed the noise from the location to be between 41 and 42db. Inspection DOC# 667500384.",6/18/2015,Y,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,200434210,6/15/2015,APPROVED,6/15/2015,Nearby Resident,LOCATION,,,5.0,123,,SRC Pratt,422304.0,WELD,NESW,2,4N,68W,6,10311.0,SYNERGY RESOURCES CORPORATION,6/15/2015,Online Tool,,ACCESS,"I have several concerns related to this specific tank battery and location. The tank in the southeast corner is discolored and it looks like it may be stained and/or corroded. The discoloration looks like something spilled/leaked from the top of the tank and down the sides of it. None of the other tanks look like this one. There is also a section of the fencing that surrounds the other equipment that has been removed and is laying on the ground beside the rest of the fence. A person or animal could easily walk right into the enclosure. There is some piece of equipment to the north of the opening in the fence that looks like a panel has been torn off and thrown aside. The dirt roads around the site are severely rutted and eroded from the recent rain. I first noticed the problems on 5/18/15, but assumed that Synergy would be checking on the site with all of the heavy rains and that they would fix everything then. I drove down the frontage road again this weekend to get a closer look and am very concerned that the problems are still there. With the additional rain over the past few weeks, the erosion is even worse and none of the other issues appear to have been identified by the operator.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,200434210,6/15/2015,APPROVED,6/15/2015,Nearby Resident,LOCATION,,,5.0,123,,SRC Pratt,422304.0,WELD,NESW,2,4N,68W,6,10311.0,SYNERGY RESOURCES CORPORATION,6/15/2015,Online Tool,,FENCING,"I have several concerns related to this specific tank battery and location. The tank in the southeast corner is discolored and it looks like it may be stained and/or corroded. The discoloration looks like something spilled/leaked from the top of the tank and down the sides of it. None of the other tanks look like this one. There is also a section of the fencing that surrounds the other equipment that has been removed and is laying on the ground beside the rest of the fence. A person or animal could easily walk right into the enclosure. There is some piece of equipment to the north of the opening in the fence that looks like a panel has been torn off and thrown aside. The dirt roads around the site are severely rutted and eroded from the recent rain. I first noticed the problems on 5/18/15, but assumed that Synergy would be checking on the site with all of the heavy rains and that they would fix everything then. I drove down the frontage road again this weekend to get a closer look and am very concerned that the problems are still there. With the additional rain over the past few weeks, the erosion is even worse and none of the other issues appear to have been identified by the operator.","OGCC inspected the location and wrote an ""action required"" inspection, DOC#667500365. OGCC staff did observe Synergy addressing the issues on location on 6/17/15. A follow up inspection will occur when the corrective action dates arrive.",6/18/2015,Y,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,200434210,6/15/2015,APPROVED,6/15/2015,Nearby Resident,LOCATION,,,5.0,123,,SRC Pratt,422304.0,WELD,NESW,2,4N,68W,6,10311.0,SYNERGY RESOURCES CORPORATION,6/15/2015,Online Tool,,ROADS,"I have several concerns related to this specific tank battery and location. The tank in the southeast corner is discolored and it looks like it may be stained and/or corroded. The discoloration looks like something spilled/leaked from the top of the tank and down the sides of it. None of the other tanks look like this one. There is also a section of the fencing that surrounds the other equipment that has been removed and is laying on the ground beside the rest of the fence. A person or animal could easily walk right into the enclosure. There is some piece of equipment to the north of the opening in the fence that looks like a panel has been torn off and thrown aside. The dirt roads around the site are severely rutted and eroded from the recent rain. I first noticed the problems on 5/18/15, but assumed that Synergy would be checking on the site with all of the heavy rains and that they would fix everything then. I drove down the frontage road again this weekend to get a closer look and am very concerned that the problems are still there. With the additional rain over the past few weeks, the erosion is even worse and none of the other issues appear to have been identified by the operator.",See above,6/18/2015,Y,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,200434210,6/15/2015,APPROVED,6/15/2015,Nearby Resident,LOCATION,,,5.0,123,,SRC Pratt,422304.0,WELD,NESW,2,4N,68W,6,10311.0,SYNERGY RESOURCES CORPORATION,6/15/2015,Online Tool,,TANK BATTERY,"I have several concerns related to this specific tank battery and location. The tank in the southeast corner is discolored and it looks like it may be stained and/or corroded. The discoloration looks like something spilled/leaked from the top of the tank and down the sides of it. None of the other tanks look like this one. There is also a section of the fencing that surrounds the other equipment that has been removed and is laying on the ground beside the rest of the fence. A person or animal could easily walk right into the enclosure. There is some piece of equipment to the north of the opening in the fence that looks like a panel has been torn off and thrown aside. The dirt roads around the site are severely rutted and eroded from the recent rain. I first noticed the problems on 5/18/15, but assumed that Synergy would be checking on the site with all of the heavy rains and that they would fix everything then. I drove down the frontage road again this weekend to get a closer look and am very concerned that the problems are still there. With the additional rain over the past few weeks, the erosion is even worse and none of the other issues appear to have been identified by the operator.",See above,6/18/2015,Y,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,200434079,6/10/2015,APPROVED,6/10/2015,resident,,,,,,,,,,,,,,,,,6/10/2015,Online Tool,,LIGHTING,example,"the resident talked to the complainant, resolved.",6/10/2015,N,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,200434079,6/10/2015,APPROVED,6/10/2015,resident,,,,,,,,,,,,,,,,,6/10/2015,Online Tool,,NOISE,"Location: cr35 & cr11 Nw corner. 1/2 mile
example.....",same as above,6/10/2015,N,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,200433916,6/9/2015,APPROVED,6/9/2015,Nearby resident,LOCATION,,,5.0,001,,Ward Riverdale,441677.0,ADAMS,NWSW,14,1S,67W,6,10359.0,WARD PETROLEUM CORPORATION,6/9/2015,Online Tool,,NOISE,"I opened a complaint this weekend regarding the lights pointing to the house and our bedroom windows, and that was corrected, thank you. However the noise is getting worse, we ask why this high noise is not running during the day and instead at night while we are trying to sleep? Or is it convenient for the company to work at night instead? We need a measurement done at 10pm -2am etc., when the the decibels are over the permitted. Also sound travel in a straight lines directly from the source. Our house is in a straight line path and would have a different higher db reading than anything taken on the ground near the site.","Complaint #:	200433916

Field Inspector Assigned: Gomez, Jason

Complaint Received: 

	Date: 6/9/2015 Time (Military):  

Contacted by Inspector: 

	Date: 6/9/2015 Time (Military):  

Well Number: 05-Choose an item.-Click here to enter text.  Location #:  441677 

Inspection Document #:   673802184

Complainant:   Natalia Todd  	Phone:   303-356-2930

Address: 	15065 Iola St Brighton. CO 80602 
			

Nature of complaint: /Noise

Field Inspector Actions:
  A sound study was conducted approx. 350 west of the location by Inspector Gomez and supervisor Jim Precup at approx 10:00 pm on 6/9/2015.  See inspection Doc# 673802184 for attached sound study results.
I performed a inspection of the location and it was determined the location was a multi well pad with only one well being stimulated at this time.  According to staff on location the well should be completed within the next three days.  The location has 32 sound walls surrounding the location with the east end of the location opened.  
Summary: 
No violations of COGCC rules were observed during the inspection or as a result of the sound study.",6/9/2015,Y,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,200433880,6/8/2015,APPROVED,6/8/2015,Nearby Resident,,,,,,,,,,,,,,,,,6/8/2015,Online Tool,,SPILLS,"My basement was flooding due to 2 sump pumps failing. upon getting in the man hole which was almost full (approximately 300 gals.) an overwhelming odor of oil was present and i could see a thick oil slick on top. I took a sample in a clean mason jar to Weld Laboratories, who then reported to me that it had 2800 grams of oil per liter of water. Weld Labs recommended I call the Weld County Health Dept. and they contacted COGCC who contacted me about this web site.","COGCC collected a water sample from basement sump.  BTEX and GRO were non-detect.  DRO = =11 mg/L; MRO = 52 mg/L.  PDC, Noble, and DCP all tested buried pipelines near area.  Result indicate all lines hold pressure.  There is no evidence of an oil and gas release in the area.  Detailed letter mailed to Mr. Ford on 6/24/2015.",6/24/2015,Y,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,200433848,6/8/2015,APPROVED,6/8/2015,Nearby Resident,LOCATION,,,5.0,001,,Ward Riverdale,441677.0,ADAMS,NWSW,14,1S,67W,6,10359.0,WARD PETROLEUM CORPORATION,6/8/2015,Online Tool,,LIGHTING,Powerful lighting directed to the house and motor running all night long outside the fracking barrier. we were force to close windows and curtains lights directly to our bedrooms.,The light tower in question was facing downward and towards location and was in compliance with OGCC rules. Ward energy rep did move the light plant to a different location while OGCC staff was on location to try and help the issue.,6/8/2015,Y,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,200433848,6/8/2015,APPROVED,6/8/2015,Nearby Resident,LOCATION,,,5.0,001,,Ward Riverdale,441677.0,ADAMS,NWSW,14,1S,67W,6,10359.0,WARD PETROLEUM CORPORATION,6/8/2015,Online Tool,,NOISE,Powerful lighting directed to the house and motor running all night long outside the fracking barrier. we were force to close windows and curtains lights directly to our bedrooms. Noise source seems to be motor and is continuous.,A sound survey was run 350 ft from the sound walls. LeqA average for the survey was 63.5 db. Sound survey was run during pumping.,6/8/2015,Y,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,200433804,6/4/2015,APPROVED,6/4/2015,LAND OWNER/NEIGHBOR,,,,,,,,,,,,,,,,,6/4/2015,Online Tool,,NOISE,"The noise that we hear almost everyday and night is very loud, screeching, clanging, etc. Last night while trying to visit with my neighbor on my front porch, it was so loud that my elderly husband had to go inside our home in order for his ears to stop hurting. I had to end the conversation with my neighbor because we couldn't hear one another talk. This is NOT the first night we have had to endure such horrific sounds! We have been unable to sleep with our windows open at night, even with them closed the sound is hardly muffled.Our patience on this matter had finally ended.","Complaint #:	200433804 

Field Inspector Assigned: Gomez, Jason

Complaint Received: 

	Date: 6/4/2015 Time (Military):  1330 Hrs

Contacted by Inspector: 

	Date:  6/4/2015Time (Military):  1330 Hrs  

Well Number: 05-Choose an item.-Click here to enter text.  Location #:    440536   

Inspection Document #:   673802155

Complainant:      Jacky Derr	Phone:     970-352-6167

Address: 	501 N 1st Ave Greeley, CO 80631	

Nature of complaint: Noise

Field Inspector Actions:

 On 6/4/2015 I was contacted by the complaint in reference to a noise complaint coming from the drilling rig on the Sherley location in Greeley.  The complainant said every day and night at different times of the day and night they could hear a very loud, screeching, clanging, noise coming from the location.

I advised the complaint I would perform a site inspection and as PDC had already installed sound walls and installed sound curtains around the rig floor and shakers on the rig I would request a sound study be conduct so we could possibly pin point the noise in an attempt to identify the noise and correct the issues the complainant was hearing.

I contacted PDC and they installed a sound study approx 350 from the sound walls in the direction of the complainants home.  

 
Summary: 

Upon inspection no violations of COGCC rules were observed.",6/4/2015,Y,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,200433790,6/4/2015,APPROVED,6/4/2015,,LOCATION,,,5.0,123,,LIND FARMS-67N67W,310231.0,WELD,NENE,26,7N,67W,6,100322.0,NOBLE ENERGY INC,6/4/2015,Online Tool,,NOTIFICATION,"My mother, Lila E. Hamilton, deceased since 1994, keeps getting notices from Petroleum Field Services, 7535 Hilltop Circle, Denver, CO 80221, addressed to Lillian Hamilton. These notices are about some proposed horizontal drilling. Lillian is evidently the mineral rights owner of some adjacent property in Weld County. We have no one in our family named Lillian. My mother, Lila, has never owned surface or subsurface property in Weld County. The notices are being sent to Lillian at my parents former address, 11264 W. 31st Ave, Lakewood CO. Please ensure that Petroleum Field Services does a competent search to find an address for Lillian and quits bothering us with notices that are not ours. I have not been able to reach a live person at their office. Thanks for your help.",Spoke with PFS who sent notices of proposed wellbore spacing units to a deceased person who has no mineral interests in Weld Co. PFS will no longer send notices to this person. Spoke with Sandra Hamilton and assured her that no future notifications will be sent.,6/10/2015,N,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,200433495,6/2/2015,APPROVED,6/2/2015,,NONFACILITY,,,5.0,031,,Minimal Information Complaints,440176.0,DENVER,Null,Nu,Null,Null,N,5.0,COLORADO OIL & GAS CONSERVATION COMMISSION,6/3/2015,Online Tool,,NOT ENOUGH DATA,"Very concerned about the fact that this authority for oil and gas in Colorado, adheres to the notion there is no such thing as ""local control"" or local regulation of oil and gas activity, yet it is the same ""local control"", say in the form of a city council, that makes the final decisions to permit oil and gas and uranium recovery in places like Fremont County, Colorado, in places like the Florence Oil Field, halfway between the superfund disaster site Cotter, with known nuclear groundwater contamination and migration off site for decades by the State of Colorado and Cotter, and the SuperMax, a federal prison in Florence, CO, which maintains the highest level of security of any federal prison in the United States, due to the fact it is housing the worlds most dangerous terrorists. Seems to me as the Colorado Oil and Gas authority for the State of Colorado, you have shot yourselves in the foot so to speak, with a locally controlled decision so egregious, and one you all apparently have no issues with, that the argument against local control is null and void by these facts. As well, the commission is not addressing sound science by failing to address and publicly acknowledge that fracking activities are causing earthquakes, that Cotter documents from 2 decades ago that the state maintains as an Agreement State with the Nuclear Regulatory Commission, indicate magnitude 5 and greater earthquakes have been recorded in Southern Colorado for decades, prior to the modern day fracking industry dominating any and every space they could, and with the higher earthquake risk now associated with fracking through sound science, and state and federal laws which require proper disclosure to the public when a ""normal"" activity carries a higher risk of a dangerous outcome, why none of the people who are charged with upholding public interest and the health and well-being of the public per their job descriptions as public servants, are raising hell when decisions like these are being made? Because of this poor decision and lack of oversight, obviously, I posed the same questions to the Bureau of Prisons, and their parent, the Department of Justice in the last week to try and figure out what in the hell is going on in Colorado since apparently it's not a big deal to possibly cause an earthquake by a federal prison with the worlds most dangerous terrorists inside. That the lack of oversight here is mind blowing to say the least, and begs the question of the legitimatcy in the regulatory authority for the State of Colorado at this time.  See above. Also see Tischa Schuller and Robert Frick bio's as it concerns their roles for the nuclear materials industry, and what appears to be several significant conflicts of interest in Fremont, Weld and Larimer Counties.",No site specific information nor no specific issue identified in the complaint that would allow the COGCC to investigate.  Closing due to the lack of ability to identify what the issue is that COGCC can investigate and assist.,6/3/2015,Y,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,200433258,6/1/2015,APPROVED,6/1/2015,Resident,WELL,,,5.0,001,07578,STATE OF COLORADO,202173.0,ADAMS,NWSE,36,2S,63W,6,10261.0,BAYSWATER EXPLORATION AND PRODUCTION LLC,6/1/2015,Online Tool,,NOISE,"Location info:
The well is located just to the west of our property, west of Yulle Road and there is an engine in a shed there, it might be a compressor engine. The well is just east of Kiowa Creek

Noise can be heard and felt. It is a Compressor, it is Continuous. it started 06/01/2007 and yes it is happening right now.
this is a low rumble that we hear every night. We sleep with ear plugs. We have been trying to identify where the sound is coming from for years and just recently figured out the source.
We hear it generally at night or when there is little wind","Complaint DOC# 200433258, area resident complained to the COGCC about noise on June 1st. OGCC worked with Bayswater and the complainant to come up with a solution. Bayswater tried to mitigate the sound but the complainant still was hearing the noise. On 8/13/14, OGCC staff went to location to run a sound survey to close the complaint. A sound survey was run 350 ft from the noise source in the direction of the complainant. The results of the survey were an  A scale average of 39.9db and a C scale average of 56.4. Sound survey is attached.  Bayswater has expressed interest to continue to work with the complainant, but OGCC is closing the complainant at this time as the location has been found to be in compliance with OGCC sound rules.",8/13/2015,Y,N,,N,,N,,107578.0,05-001-07578,1.0,Adams,5,STATE OF COLORADO,CO 78/3668-S,t,f,f,f,202173.0,319996.0,STATE OF COLORADO-62S63W 36NWSE,PR,2006-02-13,10261.0,BAYSWATER EXPLORATION AND PRODUCTION LLC,70875.0,QUAIL,5263.61,-104.382778,39.830556,552816.0,4409130.0,36.0,2S,63W,NWSE,6,2040.0,S,2040.0,E,ACTUAL LatLong,t,f,f,f,f,t,f,f,,,,f,,f,http://cogcc.state.co.us/cogis/FacilityDetail.asp?facid=00107578&type=WELL,2017-02-24 11:00:00,2017-02-24 11:00:00,f
1431,200433248,6/1/2015,APPROVED,6/1/2015,Resident,WELL,,,5.0,123,37120,TRITON,432474.0,WELD,SWNW,23,4N,66W,6,10529.0,TRITON WATER DISPOSAL SERVICES LLC,6/4/2015,Online Tool,,WATER WELL,"WELL WATER/ GROUND WATER:

We have a private well for use as our outdoor water supply. After 12 years without any incidence,last summer the majority of our lawn and trees died. I took samples of the water to the Weld County Health Department and there were unusually high levels of nitrates and other contaminates. We had to switch our water to Weld Central Water District supply, treat the lawn, and remove several trees.","COGCC offered to sample Mr. Ramsey's water well.  The well needed to be repaired prior to sampling.  On 7/7/15 COGCC left a voice message for Mr. Ramsey and sent an email (doc #2315033) asking if he had made the repairs and if he still wanted the water well sampled.  No response was received.  As a result, complaint is closed.  If Mr. Ramsey makes the repairs in the future and would still like to have his well sampled, COGCC will collect a water sample at that time.",7/10/2015,N,N,,N,,N,,12337120.0,05-123-37120,123.0,Weld,3,EWS,,t,f,f,f,432474.0,432476.0,EWS 3,IJ,2014-08-15,10580.0,EXPEDITION WATER SOLUTIONS COLORADO LLC,90750.0,WATTENBERG,4730.11,-104.7498,40.29801,521264.0,4460860.0,23.0,4N,66W,SWNW,6,2418.0,N,1164.0,W,PLANNED LatLong,t,t,f,f,f,t,f,f,,,,f,,f,http://cogcc.state.co.us/cogis/FacilityDetail.asp?facid=12337120&type=WELL,2017-02-24 11:00:00,2017-02-24 11:00:00,f
1432,200433246,6/1/2015,APPROVED,6/1/2015,Resident,WELL,,,5.0,123,37120,TRITON,432474.0,WELD,SWNW,23,4N,66W,6,10529.0,TRITON WATER DISPOSAL SERVICES LLC,6/3/2015,Online Tool,,AESTHETICS,"VISUAL: 

We were told at a Weld county meeting that the businesses moving into our area would be 5-6 small welding shops, and landscaping would be provided to block any visual disturbance created by such businesses. There has been no attempt in over a year to block the view of the buildings, tanks, or other equipment.","Complaint #:	200433246

Field Inspector Assigned: Gomez, Jason

Complaint Received: 

	Date: 6/2/2015 Time (Military):  

Contacted by Inspector: 

	Date: 6/3/2015 Time (Military):  

Well Number: 05-Choose an item.-Click here to enter text.  Location #:   432476

Inspection Document #:   673802154

Complainant:   Brent Ramsey  	Phone:   970-405-6373

Address: 	20430 CR. 33 LaSalle , CO 80645 
			

Nature of complaint: /Noise

Field Inspector Actions:
Complainant was contacted on 6-3-2015, he indicated the noise had subsided and the operator had contacted him and advised him they had adjusted the equipment on site and reduced the noise.  I contacted the operator on 6-4-2015 and they indicated they had made recent adjustments to the equipment to reduce noise at location.  A site inspection was conducted at the location see Doc #673802154 for results of the inspection.
Summary: 
No violations of COGCC rules were observed during the inspection.",6/4/2015,Y,N,,N,,N,,12337120.0,05-123-37120,123.0,Weld,3,EWS,,t,f,f,f,432474.0,432476.0,EWS 3,IJ,2014-08-15,10580.0,EXPEDITION WATER SOLUTIONS COLORADO LLC,90750.0,WATTENBERG,4730.11,-104.7498,40.29801,521264.0,4460860.0,23.0,4N,66W,SWNW,6,2418.0,N,1164.0,W,PLANNED LatLong,t,t,f,f,f,t,f,f,,,,f,,f,http://cogcc.state.co.us/cogis/FacilityDetail.asp?facid=12337120&type=WELL,2017-02-24 11:00:00,2017-02-24 11:00:00,f
1433,200433246,6/1/2015,APPROVED,6/1/2015,Resident,WELL,,,5.0,123,37120,TRITON,432474.0,WELD,SWNW,23,4N,66W,6,10529.0,TRITON WATER DISPOSAL SERVICES LLC,6/3/2015,Online Tool,,NOISE,"NOISE: 

Triton Water Resources, located just north of our property has had a generator or pump of some sort running 24 hours a day for several weeks. We are unable to spend time outside of our home, or have the windows open. It sounds as if a bus is running in our driveway ALL THE TIME. We called Triton Water Resources directly and they said they would try to make the noise more managable, but the project was not long term, so it should only be bothering us for an additional 90-120 days. After 10 days no attempt has been made to alleviate the situation.","Complaint #:	200433246

Field Inspector Assigned: Gomez, Jason

Complaint Received: 

	Date: 6/2/2015 Time (Military):  

Contacted by Inspector: 

	Date: 6/3/2015 Time (Military):  

Well Number: 05-Choose an item.-Click here to enter text.  Location #:   432476

Inspection Document #:   673802154

Complainant:   Brent Ramsey  	Phone:   970-405-6373

Address: 	20430 CR. 33 LaSalle , CO 80645 
			

Nature of complaint: /Noise

Field Inspector Actions:
Complainant was contacted on 6-3-2015, he indicated the noise had subsided and the operator had contacted him and advised him they had adjusted the equipment on site and reduced the noise.  I contacted the operator on 6-4-2015 and they indicated they had made recent adjustments to the equipment to reduce noise at location.  A site inspection was conducted at the location see Doc #673802154 for results of the inspection.
Summary: 
No violations of COGCC rules were observed during the inspection.",6/4/2015,Y,N,,N,,N,,12337120.0,05-123-37120,123.0,Weld,3,EWS,,t,f,f,f,432474.0,432476.0,EWS 3,IJ,2014-08-15,10580.0,EXPEDITION WATER SOLUTIONS COLORADO LLC,90750.0,WATTENBERG,4730.11,-104.7498,40.29801,521264.0,4460860.0,23.0,4N,66W,SWNW,6,2418.0,N,1164.0,W,PLANNED LatLong,t,t,f,f,f,t,f,f,,,,f,,f,http://cogcc.state.co.us/cogis/FacilityDetail.asp?facid=12337120&type=WELL,2017-02-24 11:00:00,2017-02-24 11:00:00,f
1434,200432814,5/22/2015,APPROVED,5/22/2015,,WELL,,,5.0,123,39484,Weitzel,437322.0,WELD,NWNW,35,8N,60W,6,10508.0,SELECT ENERGY SERVICES LLC,,Online Tool,,OTHER,"This well was drilled as a salt water disposal well last Summer, but Select Energy has yet to provide proper documentation of completion by submitting a Form 5, and by filing copies of relevant wire-line logs, including a CBL. As far as the records of the COGCC show, the well could be open from below whatever surface casing may have been installed, to TD, listed as 10,100 ft. According to recent correspondence from Bob Koehler of your office, the permit has recently been pulled for this well. The failure of Select Energy to properly complete this facility has put the interests of petroleum lease holders in the area at risk by exposing petroleum reservoirs, non-producing intervals, and possibly shallow aquifers, to contamination by the native formation water or petroleum resources from the Cretaceous section, including the Niobrara formation. In addition, I believe that there is the potential of contamination from injected oil field wastes from the neighboring injection well operated by Expedition Water Solutions, EWS no. 1 (API 05-123-39770). Both of these situations would be bad news for the petroleum industry and SWD projects in the area, as well as and in the basin as a whole. Given the sensitive nature of this situation, and the rather small community of petroleum producers and salt water disposal companies in the Denver basin, I would prefer to remain anonymous. Please feel free to contact me if you have any questions.","Select Energy filed a Form 5 (Doc# 400839966) on May 27, 2015 and a Form 5A (doc#400844894) on May 28, 2015. These documents are currently being by COGCC staff. Select Energy will be required to submit a new UIC Application consisting of Forms 31, 33, and 26. Based on the proximity to basement of the bottomhole and to the EWS #1 well there would be restrictions on pressures and volumes if UIC application is approved.",1/4/2016,N,N,,N,,N,,12339484.0,05-123-39484,123.0,Weld,1,Weitzel,,t,f,f,f,437322.0,437321.0,Weitzel 1,DG,2014-07-30,10508.0,SELECT ENERGY SERVICES LLC,13600.0,CROW,4897.21,-104.06764,40.62539,578856.0,4497590.0,35.0,8N,60W,NWNW,6,250.0,N,250.0,W,PLANNED LatLong,t,f,f,f,f,f,f,f,,,,f,,f,http://cogcc.state.co.us/cogis/FacilityDetail.asp?facid=12339484&type=WELL,2017-02-24 11:00:00,2017-02-24 11:00:00,f
